flower_binary,fruit_binary,year,day_of_the_year,dbh_cm,height_m
0,0,2022,123,10,6
0,0,2022,123,10,5
0,0,2022,124,10,6
0,0,2022,152,10,6
,,2022,164,10,
,,2022,164,10,
0,0,2022,165,10,4
0,0,2022,165,10,6
0,1,2022,165,10,4.5
0,0,2022,171,10,5
0,0,2022,178,10,6
0,0,2022,178,10,6
0,0,2022,202,10,5
0,0,2022,212,10,5
0,0,2022,217,10,6
0,0,2022,217,10,6
0,0,2022,217,10,5
0,0,2022,220,10,8
,,2020,274,10,
0,0,2020,286,10,
1,1,2020,329,10,
1,,2020,329,10,
0,0,2020,329,10,
1,0,2020,329,10,
0,0,2020,329,10,
0,0,2020,329,10,
0,0,2020,329,10,
0,0,2020,329,10,
0,0,2020,329,10,
,,2020,329,10,
0,0,2020,329,10,
,,2020,329,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
,,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,330,10,
0,0,2020,335,10,
0,0,2020,335,10,
0,0,2020,335,10,
0,0,2020,335,10,
0,0,2020,336,10,
0,0,2020,336,10,
0,0,2020,336,10,
0,0,2020,336,10,
0,0,2020,336,10,
0,0,2020,336,10,
0,0,2020,336,10,
0,0,2020,356,10,
0,0,2021,27,10,
0,0,2021,40,10,
0,0,2021,40,10,
0,0,2021,40,10,
0,0,2021,40,10,
0,0,2021,40,10,
0,1,2021,284,10,
0,0,2022,153,10,
,,2020,247,9.9,
,1,2020,254,9.9,6.5
,1,2020,254,9.9,8
,,2020,283,9.9,
,,2020,322,9.9,
1,,2022,47,10,6
,1,2020,254,9.7,4
,,2020,272,9.7,5.5
,,2020,322,9.7,
,1,2020,254,9.6,6.5
0,0,2021,118,9.6,5
,1,2021,342,9.6,4.5
,,2020,254,9.6,
0,1,2021,208,9.5,7
0,1,2021,207,9.5,5
0,1,2021,285,9.5,6
,1,2020,237,9.5,5
,,2020,254,9.5,7
,0,2020,255,9.5,5
0,1,2021,206,9.5,6
0,1,2021,207,9.5,5
0,1,2021,208,9.5,5
0,1,2021,221,9.5,7
0,1,2021,222,9.5,6
0,1,2021,276,9.5,5
0,0,2021,277,9.5,6
0,1,2021,277,9.5,8.4
0,0,2021,285,9.5,6.5
0,1,2021,285,9.5,7.5
0,0,2021,285,9.5,5
0,1,2021,285,9.5,4.9
0,1,2021,286,9.5,4
0,1,2021,332,9.5,8.2
0,1,2021,333,9.5,4.6
0,1,2021,333,9.5,8
0,1,2021,333,9.5,8.4
0,0,2021,340,9.5,5
0,0,2021,340,9.5,4
0,0,2022,88,9.5,8
0,0,2022,165,9.5,6
,,2020,283,9.4,
,,2020,283,9.4,
,,2020,254,9.3,
,1,2020,253,9.2,5
,,2020,253,9.2,5
,,2020,253,9.2,5
,1,2020,254,9.2,4
,,2020,283,9.2,
,1,2020,253,9.2,
,1,2020,253,9.2,
,,2020,283,9.1,
,,2020,283,9.1,
1,0,2022,47,9,7
0,0,2022,122,9,5
0,0,2022,118,9,6
,0,2021,85,9,6
0,0,2021,333,9,6
0,0,2022,117,9,5
0,0,2022,118,9,6
,,2020,224,9,5
,,2020,240,9,7
,,2020,240,9,5
,,2020,245,9,5
,,2020,253,9,11
,0,2020,254,9,6
,,2020,255,9,4
,,2020,275,9,6
,,2020,315,9,6
,1,2020,338,9,7
,1,2020,343,9,8
,,2022,89,17,
,0,2021,85,9,5
,1,2022,89,14,
,0,2021,91,9,6
,0,2021,91,9,4
,,2021,91,9,
0,0,2021,96,9,6
0,0,2021,98,9,7
,,2022,89,10.5,
0,1,2021,162,9,6
0,1,2021,207,9,7
0,0,2021,207,9,7
0,1,2021,221,9,7
0,1,2021,221,9,5
0,0,2021,222,9,5.5
0,1,2021,224,9,6
0,1,2021,238,9,7
,,2022,122,,
,,2021,244,9,7
0,1,2021,250,9,4.8
0,1,2021,270,9,7
0,1,2021,277,9,5
0,1,2021,279,9,7
0,1,2021,281,9,6
0,0,2021,284,9,7.7
0,1,2021,284,9,6
0,1,2021,284,9,6
0,0,2021,285,9,5
0,1,2021,285,9,5
0,0,2021,285,9,5
0,1,2021,286,9,7
0,1,2021,286,9,6
0,0,2021,286,9,5
,1,2021,315,9,7
0,0,2021,329,9,7
0,1,2021,332,9,8
0,1,2021,332,9,9.2
0,1,2021,334,9,6
0,0,2021,340,9,5
0,1,2021,341,9,5
,1,2021,342,9,4.5
,,2021,342,9,7
,1,2022,39,9,7
0,0,2022,47,9,9
0,0,2022,47,9,6
0,0,2022,77,9,7
0,0,2022,89,9,6
0,0,2022,116,9,5
0,0,2022,116,9,5
0,0,2022,117,9,5
0,0,2022,117,9,5
0,0,2022,117,9,6
0,0,2022,118,9,6
0,0,2022,121,9,6
0,0,2022,121,9,4
0,0,2022,122,9,4
0,0,2022,123,9,5
0,0,2022,178,9,
,1,2020,253,9,
0,1,2021,224,9,6
0,1,2021,320,9,
,1,2021,342,9,
0,0,2022,165,9,
,,2020,283,8.9,
,,2020,237,8.8,6
,,2020,253,8.8,4
,1,2020,237,8.7,4.7
,1,2020,254,8.7,4.5
,1,2021,342,8.7,4
,1,2020,253,8.6,7
,,2020,283,8.6,
,,2020,322,8.6,
,,2020,322,8.6,
0,1,2021,162,8.5,5
0,1,2021,223,8.5,6
,,2020,236,8.5,6
,1,2020,237,8.5,5.9
,1,2020,237,8.5,6
,1,2020,253,8.5,6.5
,1,2021,8,8.5,5
,,2022,178,23,14
0,1,2021,207,8.5,5
0,1,2021,208,8.5,5
0,0,2021,218,8.5,8.5
0,1,2021,220,8.5,7
0,1,2021,223,8.5,6.5
0,1,2021,238,8.5,6.5
0,1,2021,238,8.5,4.5
0,1,2021,279,8.5,4
0,0,2021,283,8.5,5
0,1,2021,284,8.5,7.5
0,1,2021,285,8.5,6
0,1,2021,285,8.5,4.5
0,0,2021,332,8.5,6
,0,2021,342,8.5,8
0,0,2021,355,8.5,6
0,0,2021,355,8.5,5
0,0,2022,121,8.5,7
0,0,2022,122,8.5,5
,1,2022,210,8.5,4
0,0,2021,279,8.5,
,1,2020,253,8.3,4.5
,1,2020,253,8.3,5.5
,,2021,89,,
,1,2021,343,8.3,7
,1,2020,237,8.2,6
,1,2020,253,8.2,6
,1,2020,253,8.2,5
,1,2020,254,8.1,7
,,2020,283,8.1,
0,0,2021,85,8,8
,,2021,154,8,
,,2020,342,8,6
,,2020,343,8,5
,,2020,343,8,6
,,2020,343,8,7
0,0,2021,84,8,5
0,1,2021,239,8,7.3
0,0,2021,355,8,8
0,0,2022,80,8,6
0,1,2022,121,8,5
0,1,2022,121,8,5
0,1,2022,121,8,5
,,2019,32,8,
,,2019,51,8,7
,,2020,146,8,6
,1,2020,237,8,5
,,2020,238,8,6
,,2020,240,8,5
,,2020,240,8,6
,,2020,244,8,4
,1,2020,253,8,8
,,2020,254,8,4
,0,2020,338,8,8
,1,2020,343,8,7
,1,2020,343,8,7
,,2020,343,8,7
,,2020,343,8,6
,,2020,343,8,8
,,2021,85,8,6
,0,2021,85,8,5
,0,2021,85,8,6
,0,2021,85,8,5
,,2021,91,8,
0,0,2021,101,8,6
,,2021,105,8,
,,2021,119,8,
,,2021,119,8,
0,0,2021,122,8,6
,,2021,89,,
,,2020,280,,
,,2020,280,,
0,1,2021,162,8,7
0,1,2021,163,8,6
,1,2021,207,8,4
0,1,2021,207,8,5
0,0,2021,208,8,5
,,2021,218,8,5
,1,2021,218,8,8
0,1,2021,221,8,5
0,1,2021,221,8,4
0,1,2021,222,8,6.5
0,1,2021,222,8,6
0,1,2021,223,8,4.5
0,1,2021,237,8,7
0,1,2021,237,8,6.5
0,1,2021,238,8,6.6
0,1,2021,239,8,8
,,2020,281,,
,,2021,244,8,5
0,1,2021,265,8,5
0,0,2021,269,8,7
0,0,2021,269,8,6
0,1,2021,276,8,5.2
0,1,2021,280,8,9
0,0,2021,284,8,6
0,0,2021,284,8,6
0,0,2021,284,8,5
0,1,2021,285,8,5
0,1,2021,285,8,6
0,0,2021,285,8,4
0,0,2021,286,8,5
0,0,2021,321,8,8
0,0,2021,322,8,6
0,1,2021,332,8,6
0,0,2021,332,8,6
0,0,2021,333,8,5
0,0,2021,333,8,6
0,0,2021,334,8,4.6
0,0,2021,334,8,8
0,0,2021,334,8,5
0,0,2021,341,8,5.8
0,1,2021,342,8,6
0,1,2021,355,8,5
0,0,2021,355,8,7
1,0,2022,47,8,6
0,0,2022,47,8,6
0,0,2022,47,8,7
0,0,2022,76,8,9
0,0,2022,77,8,6
0,0,2022,79,8,7
0,0,2022,79,8,6.5
0,1,2022,102,8,4
0,0,2022,115,8,4.5
0,0,2022,117,8,4.5
0,0,2022,117,8,5
0,0,2022,118,8,5
0,0,2022,118,8,5
0,0,2022,118,8,6
0,0,2022,118,8,5
0,0,2022,122,8,4
0,0,2022,122,8,4
0,0,2022,123,8,5
0,0,2022,123,8,5
0,1,2022,203,8,5
0,1,2022,213,8,5
0,0,2022,217,8,4
0,0,2022,118,8,
0,0,2022,122,8,
0,0,2022,122,8,
0,0,2022,123,8,
0,1,2022,125,8,
0,0,2022,164,8,
0,0,2022,164,8,
0,0,2022,203,8,
,1,2020,237,7.8,7
,,2020,283,7.8,
,1,2020,254,7.7,4.5
,,2020,283,7.6,
,,2020,322,7.6,
,,2020,283,7.5,
,,2021,89,,
0,0,2021,207,7.5,5.5
0,1,2021,238,7.5,6.5
0,1,2021,239,7.5,4.6
0,1,2021,269,7.5,6
0,1,2021,270,7.5,6
0,1,2021,278,7.5,5.6
0,0,2021,332,7.5,6
0,0,2021,332,7.5,5
0,0,2021,339,7.5,4.8
0,1,2021,342,7.5,5.8
0,0,2022,89,7.5,6
,0,2021,334,7.5,
,1,2020,253,7.4,4
,0,2020,255,7.4,6
,1,2020,237,7.2,5.5
,,2020,283,7.2,
,,2020,272,7.1,5.2
0,1,2021,206,7,6
0,1,2021,207,7,6
0,1,2021,222,7,4
0,1,2021,269,7,6
,1,2018,297,7,
,,2020,238,7,5
,1,2020,240,7,5
,,2020,240,7,7
,,2020,245,7,5
,,2020,253,7,6
,,2020,253,7,7
,,2020,253,7,5
,0,2020,254,7,6
0,0,2020,281,7,6
0,0,2020,281,7,6
,0,2020,300,7,5
,1,2020,301,7,5
,,2020,343,7,7
,,2020,343,7,6
,,2020,343,7,7
,,2020,343,7,5
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,77,7,
,,2021,77,7,
,,2021,85,7,6
0,0,2021,85,7,6
0,0,2021,85,7,5
,,2021,89,,
,0,2021,91,7,5
0,0,2021,97,7,4
,,2022,111,,
0,0,2021,206,7,4
0,1,2021,207,7,5.5
0,1,2021,207,7,4.5
0,1,2021,207,7,4
,1,2021,218,7,4
,,2021,218,7,6
0,1,2021,222,7,4
0,1,2021,222,7,6
0,1,2021,222,7,5
0,1,2021,222,7,6
0,1,2021,222,7,5
0,1,2021,222,7,6
0,1,2021,224,7,6
0,0,2021,238,7,4.9
0,1,2021,239,7,4
0,0,2020,344,,
,1,2022,46,26,8
,,2021,221,25,10
,,2021,244,7,7
,,2021,244,7,6
1,1,2021,244,7,7
0,0,2021,265,7,5
0,0,2021,269,7,4
0,1,2021,269,7,5
0,0,2021,276,7,6
0,1,2021,276,7,6
0,1,2021,276,7,6.7
0,0,2021,277,7,6.5
0,1,2021,281,7,4.1
0,0,2021,281,7,7
0,0,2021,281,7,5
0,1,2021,284,7,5.7
0,0,2021,284,7,4.7
0,1,2021,285,7,6
0,1,2021,285,7,6
0,0,2021,285,7,5.4
0,0,2021,322,7,5
0,1,2021,322,7,6
0,0,2021,333,7,4
0,0,2021,333,7,5
0,1,2021,334,7,6
0,1,2021,340,7,5
,1,2021,342,7,4
0,1,2021,355,7,6
0,0,2022,23,7,4
0,0,2022,47,7,5
0,0,2022,75,7,7
0,0,2022,75,7,5
0,0,2022,79,7,8
0,0,2022,80,7,6
0,0,2022,118,7,5
0,0,2022,121,7,4
0,0,2022,122,7,4
0,0,2022,123,7,6
0,0,2022,123,7,4.5
0,0,2022,153,7,4.5
0,0,2022,164,7,4
0,0,2022,203,7,4
0,0,2022,217,7,6
0,0,2022,217,7,6
0,0,2022,217,7,5
0,0,2022,221,7,5
,,2018,268,7,
,,2018,268,7,
0,0,2021,208,7,
0,0,2021,334,7,
0,1,2021,341,7,
0,0,2022,118,7,
,,2020,254,6.9,5.5
,1,2020,237,6.8,5
,,2020,254,6.7,
,,2020,254,6.6,
0,1,2021,279,6.5,5
,,2020,253,6.5,4.5
,0,2020,300,6.5,5
0,1,2021,221,6.5,4
0,1,2021,238,6.5,7
0,1,2021,276,6.5,6
0,0,2021,278,6.5,4.8
0,1,2021,278,6.5,4
0,0,2021,284,6.5,5.2
0,0,2021,286,6.5,4
0,0,2021,286,6.5,5
0,0,2021,319,6.5,5
0,0,2021,332,6.5,4.5
0,1,2021,340,6.5,4
,1,2021,342,6.5,8
1,0,2022,47,6.5,4.7
0,0,2022,89,6.5,5
0,0,2022,118,6.5,5
0,0,2022,171,6.5,6
,1,2020,254,6.4,4
,,2020,283,6.4,
,,2020,283,6.4,
,1,2020,237,6.2,
,1,2020,237,6.2,4.5
,,2020,283,6.2,
,,2020,283,6.2,
,,2020,283,6.2,
,,2021,71,6,
,1,2020,237,6,4
0,0,2022,47,6,4
,0,2021,85,6,4
0,0,2022,47,6,4
,,2020,224,6,5
,,2020,237,6,4
,,2020,238,6,6
,,2020,238,6,4
,,2020,240,6,4
,1,2020,245,6,4
,,2020,253,6,6
,,2020,255,6,4
,,2020,265,6,5
,,2020,316,6,5
,1,2020,331,6,5
,,2020,342,6,5
,1,2020,343,6,6
,,2020,343,6,6
,,2020,343,6,6
,,2020,343,6,5
,,2021,74,6,5
,0,2021,85,6,5
,0,2021,91,6,5
,,2021,91,6,
0,0,2021,96,6,5
,,2021,105,6,
,,2021,105,6,
,,2021,105,6,
,,2021,105,6,
,,2021,105,6,
0,0,2021,122,6,4
,,2021,203,20,15
0,1,2021,162,6,6
0,1,2021,163,6,5
0,0,2021,206,6,4
,1,2021,218,6,4
,0,2021,218,6,4
0,1,2021,220,6,4.5
0,1,2021,221,6,4
0,0,2021,222,6,5
0,1,2021,222,6,5
0,1,2021,224,6,5
0,1,2021,238,6,4.8
0,1,2021,239,6,5
,,2021,244,6,5
0,0,2021,269,6,4.5
0,1,2021,276,6,4.6
0,0,2021,277,6,5
0,0,2021,277,6,4.7
0,0,2021,319,6,4
0,1,2021,332,6,4
0,1,2021,333,6,4
0,1,2021,333,6,5
0,0,2021,339,6,4.4
0,0,2021,341,6,4
0,0,2021,341,6,4
0,0,2021,355,6,7
0,0,2021,355,6,5
0,0,2022,46,6,4
0,0,2022,47,6,4.4
1,1,2022,47,6,4
0,0,2022,75,6,4
0,0,2022,75,6,6
0,0,2022,76,6,6
0,0,2022,77,6,5
0,0,2022,79,6,5
0,0,2022,88,6,5
0,0,2022,95,6,5
0,0,2022,117,6,4
0,0,2022,117,6,4
0,0,2022,118,6,5
0,0,2022,118,6,5
0,0,2022,122,6,8
0,0,2022,122,6,4.5
0,1,2022,164,6,6
0,0,2022,217,6,4
0,0,2022,221,6,4
0,1,2022,230,6,4
0,0,2021,104,6,
,0,2021,218,6,
,0,2021,218,6,
0,1,2021,224,6,4
0,0,2021,238,6,
0,0,2021,265,6,
0,1,2021,269,6,
0,0,2021,285,6,
0,0,2021,342,6,
0,0,2022,118,6,
0,0,2022,122,6,
0,0,2022,122,6,
0,0,2022,213,6,
,,2020,322,5.9,
0,1,2021,207,5.5,4
0,1,2021,222,5.5,4.5
0,1,2021,224,5.5,4
0,0,2021,276,5.5,5
0,1,2021,276,5.5,5.5
0,0,2021,277,5.5,5
0,0,2021,279,5.5,4.4
0,1,2021,284,5.5,5.6
0,0,2021,284,5.5,4.5
0,0,2021,285,5.5,4.1
0,0,2021,285,5.5,5.4
0,0,2021,285,5.5,4.5
0,0,2021,285,5.5,4
,1,2021,342,5.5,6
0,0,2022,79,5.5,5
0,0,2022,122,5.5,5
0,1,2021,208,5.5,
0,1,2021,284,5.5,
0,0,2022,47,5.5,
,1,2020,253,5.2,4
,,2021,222,20,5
,,2021,71,5,
,0,2020,255,5,6
0,0,2021,85,5,4
0,0,2021,208,5,4
0,0,2022,76,5,6
0,0,2022,76,5,5
,1,2020,238,5,5
,,2020,238,5,4
,,2020,240,5,5
,,2020,244,5,4
,,2020,255,5,5
,,2020,273,5,6.5
,,2020,301,5,5
,0,2020,338,5,6
,,2020,343,5,5
,,2020,343,5,4
,,2020,343,5,5
,0,2021,71,5,5
,,2021,77,5,
0,0,2021,96,5,5
,,2021,105,5,
,,2021,118,5,
,,2021,119,5,
,1,2021,344,20,15
,0,2021,148,5,6
,,2021,202,15,6
0,0,2021,162,5,4.5
0,1,2021,206,5,5
,,2021,218,5,4
,,2021,218,5,4
0,1,2021,221,5,4.5
0,1,2021,222,5,4.5
0,1,2021,224,5,
0,0,2021,238,5,5
,,2021,203,15,10
0,0,2021,258,5,5
0,0,2021,276,5,5.2
0,0,2021,277,5,5.2
0,0,2021,277,5,4.4
0,0,2021,277,5,4.3
0,1,2021,279,5,5.2
0,0,2021,281,5,5
0,0,2021,281,5,4
0,0,2021,284,5,5
0,0,2021,285,5,5
0,0,2021,285,5,4.2
0,0,2021,285,5,4
0,0,2021,286,5,4.5
0,0,2021,322,5,4
0,1,2021,332,5,4.5
0,0,2021,333,5,4
0,0,2021,334,5,4
,1,2022,47,13,6
0,0,2021,342,5,4
0,0,2021,342,5,4
,,2021,342,5,7
0,1,2021,356,5,4
0,0,2022,46,5,5
0,0,2022,47,5,5.5
0,0,2022,75,5,4
0,0,2022,75,5,4
0,0,2022,80,5,4
0,0,2022,82,5,5
0,0,2022,118,5,4
,,2018,267,5,
,,2020,146,5,
,,2020,146,5,
,,2020,146,5,
,,2020,255,5,
,,2021,53,5,5
0,0,2021,207,5,
,0,2021,218,5,
,0,2021,218,5,
0,0,2021,238,5,
0,0,2021,280,5,
0,0,2021,285,5,
0,0,2021,320,5,
,,2021,340,5,
0,0,2021,342,5,
0,0,2021,342,5,
0,0,2021,356,5,
0,0,2022,98,5,
0,0,2022,122,5,
0,0,2022,123,5,
0,0,2022,123,5,
0,0,2022,123,5,
0,0,2022,164,5,
0,0,2022,212,5,
0,0,2022,213,5,
,,2020,283,4.8,
,,2020,253,4.6,
,,2020,283,4.5,
0,0,2021,208,4.5,4
0,0,2021,222,4.5,4
0,0,2021,223,4.5,4
0,0,2021,276,4.5,4
0,0,2021,277,4.5,5.8
0,0,2021,277,4.5,4
0,0,2021,279,4.5,4
0,0,2021,284,4.5,4.2
0,0,2021,333,4.5,6
0,1,2021,334,4.5,7
0,0,2021,355,4.5,4
0,0,2022,122,4.5,4
,,2020,254,4.5,
0,1,2021,211,4.5,
0,0,2021,279,4.5,
0,0,2021,333,4.5,
0,0,2021,341,4.5,
,1,2020,254,4.2,
,,2020,254,4.2,
,,2020,278,4.1,
,,2020,316,4,4
,,2020,343,4,4
,,2020,343,4,6
0,,2021,308,4,
0,0,2021,355,4,4
1,0,2022,47,4,4
,0,2018,248,4,4
,1,2020,237,4,4.5
,,2020,253,4,4
,,2020,265,4,4
,,2020,266,4,4
,0,2020,314,4,5
,0,2020,329,4,4
,,2020,331,4,4
,0,2020,331,4,4
,,2020,331,4,4
,,2020,343,4,5
,1,2021,340,12,8
0,0,2021,98,4,4
,1,2021,340,5,10
0,0,2021,224,4,4
,,2021,244,4,4
0,0,2021,276,4,5
0,0,2021,276,4,4.7
0,0,2021,276,4,4
0,0,2021,277,4,4.2
0,0,2021,284,4,4
0,0,2021,321,4,4
0,0,2021,332,4,4
0,0,2021,334,4,5
0,0,2021,334,4,4
0,0,2020,344,4,6
1,0,2022,47,4,4
1,0,2022,47,4,5
0,0,2022,76,4,6
0,0,2022,76,4,6
0,0,2022,76,4,5
0,0,2022,77,4,4
0,0,2022,77,4,4
0,0,2022,88,4,4
0,0,2022,88,4,4
0,0,2022,118,4,4
,,2022,164,4,
,,2022,164,4,
0,0,2022,202,4,4
0,0,2022,212,4,4
,,2020,335,4,
,,2020,343,4,
,0,2021,218,4,
0,0,2021,281,4,
0,1,2021,281,4,
0,0,2021,285,4,
0,0,2021,320,4,
0,0,2022,46,4,
0,0,2022,79,4,
0,0,2022,101,4,
0,0,2022,123,4,
,,2020,283,3.8,
0,1,2021,238,3.5,
,,2021,118,3.5,
0,0,2021,238,3.5,4.5
0,0,2021,276,3.5,4.5
0,0,2021,315,3.5,4
0,0,2021,332,3.5,5
0,0,2021,333,3.5,5
0,0,2022,47,3.5,4
0,0,2022,76,3.5,5
0,0,2020,281,3.5,
0,0,2021,218,3.5,
0,1,2021,220,3.5,
0,0,2021,222,3.5,
0,0,2021,238,3.5,
0,0,2021,276,3.5,
0,0,2021,279,3.5,
0,1,2021,284,3.5,
0,0,2022,116,3.5,
,,2020,343,3,5
0,1,2020,301,3,11
,,2020,331,3,4
,,2020,254,3,4
,,2020,330,3,4
,,2020,331,3,4
,,2020,331,3,4
,,2020,343,3,4
,,2020,343,3,6
0,0,2021,96,3,4
,,2021,105,3,
,,2021,105,3,
,,2021,118,3,
,,2021,118,3,
,,2021,221,4,
0,0,2021,222,3,5
0,0,2021,223,3,4
0,0,2021,276,3,4.3
0,0,2021,277,3,5
0,0,2021,286,3,4
,0,2021,308,3,
0,0,2021,355,3,4
0,0,2021,355,3,4
0,0,2021,356,3,4
0,0,2022,47,3,4.2
0,0,2022,76,3,5
0,0,2022,77,3,4.5
0,0,2022,88,3,4
,,2022,164,3,
0,0,2022,213,3,5
,,2020,240,3,
,,2020,255,3,
,,2020,265,3,
,,2020,266,3,
,,2020,300,3,
,,2020,301,3,
,,2020,331,3,
,,2020,343,3,
,,2021,41,3,
,0,2021,85,3,
,,2021,85,3,
0,0,2021,218,3,
0,0,2021,277,3,
0,0,2021,277,3,
0,0,2021,285,3,
0,0,2021,308,3,
0,0,2021,309,3,
0,0,2021,315,3,
0,0,2021,335,3,
,,2021,342,3,
0,0,2021,355,3,
0,0,2021,355,3,
0,0,2021,356,3,
0,0,2022,47,3,
0,0,2022,117,3,
0,0,2022,123,3,
0,0,2022,213,3,
0,0,2020,245,2.5,4
0,0,2021,251,2.5,4
0,0,2021,276,2.5,4
0,0,2021,276,2.5,4.1
0,0,2021,285,2.5,4
0,0,2021,218,2.5,
0,0,2021,224,2.5,
0,0,2021,241,2.5,
0,0,2021,277,2.5,
0,0,2021,285,2.5,
0,0,2021,355,2.5,
0,0,2021,355,2.5,
0,0,2021,356,2.5,
,,2020,254,2.2,
,,2019,115,2,
,,2020,343,2,4
0,0,2020,344,2,4
0,1,2021,238,2,4
0,0,2021,277,2,4
0,1,2021,279,2,10
0,0,2021,309,2,
,,2022,47,2,10
,,2020,255,2,
,,2020,265,2,
,,2020,265,2,
,,2020,266,2,
,,2020,266,2,
,,2020,268,2,
0,0,2020,281,2,
,,2020,301,2,
,,2020,316,2,
,,2020,330,2,
,,2020,335,2,
,,2020,335,2,5
,,2020,336,2,
,,2020,336,2,
,,2020,336,2,
0,0,2020,336,2,
0,0,2020,336,2,
,,2020,343,2,
0,0,2020,344,2,
0,0,2020,344,2,
,0,2021,55,2,
0,0,2021,222,2,
0,0,2021,238,2,
0,0,2021,238,2,
,0,2021,244,2,
0,0,2021,279,2,
0,0,2021,285,2,
0,0,2021,285,2,
0,0,2021,309,2,
0,0,2021,315,2,
0,0,2021,355,2,
0,0,2021,355,2,
0,0,2021,355,2,
1,0,2022,47,2,
0,0,2022,76,2,
0,0,2022,123,2,
0,1,2022,213,2,
,,2020,309,1.5,
0,0,2020,331,1.5,
0,0,2020,336,1.5,
0,0,2021,222,1.5,
0,0,2021,276,1.5,
0,0,2021,277,1.5,
0,0,2021,284,1.5,
0,0,2021,285,1.5,
0,0,2021,308,1.5,
0,0,2021,355,1.5,
0,0,2021,308,1.3,
0,0,2021,308,1,
0,0,2021,308,1,
0,1,2022,111,1,10
,,2019,91,1,
,,2020,146,1,
,,2020,266,1,
,,2020,266,1,
,,2020,266,1,
,,2020,266,1,
0,0,2020,281,1,
,,2020,314,1,
,,2020,322,1,2.3
,0,2020,329,1,
,0,2020,329,1,
,0,2020,329,1,
,,2020,330,1,
,,2020,330,1,
,,2020,331,1,
,,2020,331,1,
,,2020,331,1,
0,0,2020,335,1,
,,2020,335,1,
,,2020,335,1,
,,2020,335,1,
0,0,2020,335,1,
,,2020,335,1,
0,0,2020,335,1,
0,0,2020,335,1,
0,0,2020,335,1,
0,0,2020,335,1,
,,2020,336,1,
,,2020,336,1,
,,2020,336,1,
0,0,2020,336,1,
0,0,2020,336,1,
0,0,2021,222,1,
0,0,2021,279,1,
0,0,2021,308,1,
0,0,2021,309,1,
0,0,2021,309,1,
0,0,2021,309,1,
0,0,2021,315,1,
0,0,2021,322,1,
0,0,2021,333,1,
0,0,2021,333,1,
0,0,2021,334,1,
0,0,2021,355,1,
0,0,2021,308,0.8,
,,2020,281,0.5,
,,2021,105,0.3,
,,2021,340,0.25,9
,,2021,218,0.2,8
,1,2021,218,0.2,
0,0,2021,280,0.2,
